,0,1,2,3,4,5,6,7,8,9,10,11,12
121,Clank! In! Space!: A Deck-Building Adventure,(2017),7.8,2–4 Players,45–90 Min,Age: 12+,2.56,"Family,  Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Modular Board,Open Drafting,Player Elimination
122,The Quest for El Dorado,(2017),7.7,2–4 Players,30–60 Min,Age: 10+,1.93,"Family
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Grid Movement,Hand Management,Hexagon Grid
123,Pandemic: Iberia,(2016),7.9,2–5 Players,45 Min,Age: 8+,2.59,"Strategy
View poll and results",Action Points,Cooperative Game,Hand Management,Network and Route Building,Point to Point Movement
124,Hansa Teutonica,(2009),7.7,2–5 Players,45–90 Min,Age: 12+,3.10,"Strategy
View poll and results",Action Points,Area Majority / Influence,End Game Bonuses,Network and Route Building,Ownership
125,Codenames,(2015),7.6,2–8 Players,15 Min,Age: 14+,1.26,"Party
View poll and results",Communication Limits,Memory,Push Your Luck,Team-Based Game,
126,Forbidden Stars,(2015),8.0,2–4 Players,120–180 Min,Age: 14+,3.84,"Strategy
View poll and results",Area Majority / Influence,Area Movement,Card Play Conflict Resolution,"Deck, Bag, and Pool Building",Dice Rolling
127,Yokohama,(2016),7.8,2–4 Players,90 Min,Age: 14+,3.31,"Strategy
View poll and results",Contracts,End Game Bonuses,Grid Movement,Modular Board,Network and Route Building
128,Oathsworn: Into the Deepwood,(2022),9.1,1–4 Players,30–90 Min,Age: 14+,3.57,"Thematic
View poll and results",Action Points,Card Play Conflict Resolution,Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling
129,Champions of Midgard,(2015),7.7,2–4 Players,60–90 Min,Age: 10+,2.60,"Strategy
View poll and results",Dice Rolling,Set Collection,Variable Player Powers,Worker Placement,
130,Roll for the Galaxy,(2014),7.6,2–5 Players,45 Min,Age: 13+,2.78,"Strategy
View poll and results",Action Retrieval,Contracts,"Deck, Bag, and Pool Building",Dice Rolling,Follow
131,PARKS,(2019),7.7,1–5 Players,30–60 Min,Age: 10+,2.13,"Family
View poll and results",Contracts,End Game Bonuses,Events,Modular Board,Solo / Solitaire Game
132,Cartographers,(2019),7.6,1–100 Players,30–45 Min,Age: 10+,1.88,"Family
View poll and results",Bingo,End Game Bonuses,Grid Coverage,Line Drawing,Paper-and-Pencil
133,Pandemic,(2008),7.5,2–4 Players,45 Min,Age: 8+,2.40,"Family,  Strategy
View poll and results",Action Points,Cooperative Game,Hand Management,Point to Point Movement,Set Collection
134,Res Arcana,(2019),7.7,2–4 Players,30–60 Min,Age: 12+,2.63,"Strategy
View poll and results",Hand Management,Income,Open Drafting,Race,Score-and-Reset Game
135,Targi,(2012),7.6,2 Players,60 Min,Age: 12+,2.34,"Strategy
View poll and results",End Game Bonuses,Modular Board,Open Drafting,Set Collection,Square Grid
136,Watergate,(2019),7.8,2 Players,30–60 Min,Age: 12+,2.26,"Strategy
View poll and results",Action/Event,Campaign / Battle Card Driven,Connections,Hand Management,Once-Per-Game Abilities
137,Rajas of the Ganges,(2017),7.7,2–4 Players,45–75 Min,Age: 12+,2.89,"Strategy
View poll and results",Connections,Dice Rolling,Network and Route Building,Race,Tile Placement
138,Alchemists,(2014),7.6,2–4 Players,120 Min,Age: 13+,3.93,"Strategy
View poll and results",Action Drafting,Constrained Bidding,Deduction,End Game Bonuses,Events
139,Just One,(2018),7.6,3–7 Players,20–60 Min,Age: 8+,1.04,"Party
View poll and results",Communication Limits,Cooperative Game,,,
140,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,(1982),7.6,1–8 Players,60–120 Min,Age: 13+,2.68,"Thematic
View poll and results",Cooperative Game,Deduction,Narrative Choice / Paragraph,Solo / Solitaire Game,Storytelling
141,Star Realms,(2014),7.6,2 Players,20 Min,Age: 12+,1.93,"Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Income,Open Drafting
142,Kemet,(2012),7.7,2–5 Players,90–120 Min,Age: 13+,3.00,"Strategy
View poll and results",Action Points,Area Majority / Influence,Area Movement,Card Play Conflict Resolution,Hand Management
143,It's a Wonderful World,(2019),7.7,1–5 Players,30–60 Min,Age: 14+,2.31,"Strategy
View poll and results",Closed Drafting,End Game Bonuses,Hand Management,Set Collection,Simultaneous Action Selection
144,Praga Caput Regni,(2020),7.9,1–4 Players,45–150 Min,Age: 12+,3.75,"Strategy
View poll and results",Area Majority / Influence,Enclosure,End Game Bonuses,Hexagon Grid,Income
145,SCOUT,(2019),7.8,2–5 Players,15 Min,Age: 9+,1.36,"Family
View poll and results",Hand Management,Ladder Climbing,Score-and-Reset Game,,
146,Endeavor: Age of Sail,(2018),7.9,2–5 Players,60–90 Min,Age: 13+,2.84,"Strategy
View poll and results",Area Majority / Influence,Open Drafting,Point to Point Movement,Set Collection,Tech Trees / Tech Tracks
147,Ra,(1999),7.6,2–5 Players,45–60 Min,Age: 12+,2.34,"Strategy
View poll and results",Auction: Once Around,Auction/Bidding,Closed Economy Auction,Constrained Bidding,Hidden Victory Points
148,Hadrian's Wall,(2021),8.0,1–6 Players,30–60 Min,Age: 12+,3.13,"Strategy
View poll and results",Hand Management,Paper-and-Pencil,Solo / Solitaire Game,Tech Trees / Tech Tracks,Worker Placement
149,Stone Age,(2008),7.5,2–4 Players,60–90 Min,Age: 10+,2.46,"Family,  Strategy
View poll and results",Contracts,Dice Rolling,End Game Bonuses,Set Collection,Turn Order: Progressive
150,Legendary Encounters: An Alien Deck Building Game,(2014),7.8,1–5 Players,30–60 Min,Age: 17+,2.70,"Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Delayed Purchase,Events,Hidden Roles
151,Ticket to Ride: Europe,(2005),7.5,2–5 Players,30–60 Min,Age: 8+,1.92,"Family
View poll and results",Connections,Contracts,End Game Bonuses,Hand Management,Network and Route Building
152,Terraforming Mars: Ares Expedition,(2021),7.7,1–4 Players,45–60 Min,Age: 14+,2.91,"Strategy
View poll and results",End Game Bonuses,Follow,Hand Management,Income,Set Collection
153,The Lord of the Rings: The Card Game,(2011),7.7,1–2 Players,30–60 Min,Age: 13+,3.21,"Customizable
View poll and results",Cooperative Game,Deck Construction,Events,Hand Management,Scenario / Mission / Campaign Game
154,Marco Polo II: In the Service of the Khan,(2019),8.0,2–4 Players,60–120 Min,Age: 12+,3.38,"Strategy
View poll and results",Contracts,Dice Rolling,Point to Point Movement,Resource to Move,Variable Player Powers
155,Star Wars: X-Wing Miniatures Game,(2012),7.6,2 Players,30–45 Min,Age: 14+,2.49,"Customizable,  Wargames
View poll and results",Action Queue,Critical Hits and Failures,Dice Rolling,Line of Sight,Movement Template
156,Magic: The Gathering,(1993),7.6,2 Players,20 Min,Age: 13+,3.25,"Customizable
View poll and results",Betting and Bluffing,Closed Drafting,Deck Construction,Hand Management,Income
157,Viscounts of the West Kingdom,(2020),7.9,1–4 Players,60–90 Min,Age: 12+,3.46,"Strategy
View poll and results",Area Majority / Influence,"Deck, Bag, and Pool Building",End Game Bonuses,Hand Management,King of the Hill
158,Tyrants of the Underdark,(2016),7.9,2–4 Players,60 Min,Age: 14+,2.55,"Strategy
View poll and results",Area Majority / Influence,Connections,"Deck, Bag, and Pool Building",Delayed Purchase,Variable Set-up
159,Glen More II: Chronicles,(2019),7.9,2–4 Players,90–120 Min,Age: 12+,3.03,"Strategy
View poll and results",Commodity Speculation,Grid Movement,Market,Set Collection,Tile Placement
160,Istanbul,(2014),7.5,2–5 Players,40–60 Min,Age: 10+,2.58,"Family,  Strategy
View poll and results",Contracts,Dice Rolling,Grid Movement,Modular Board,Network and Route Building
161,Undaunted: Normandy,(2019),7.8,2 Players,45–60 Min,Age: 14+,2.25,"Wargames
View poll and results","Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Modular Board,Open Drafting
162,Xia: Legends of a Drift System,(2014),7.9,3–5 Players,60–180 Min,Age: 12+,3.19,"Strategy,  Thematic
View poll and results",Action Points,Dice Rolling,Grid Movement,Map Addition,Modular Board
163,That's Pretty Clever!,(2018),7.6,1–4 Players,30 Min,Age: 8+,1.88,"Family
View poll and results",Dice Rolling,Highest-Lowest Scoring,Paper-and-Pencil,Re-rolling and Locking,Solo / Solitaire Game
164,Welcome To...,(2018),7.5,1–100 Players,25 Min,Age: 10+,1.84,"Family
View poll and results",Bingo,Contracts,Paper-and-Pencil,Pattern Building,Simultaneous Action Selection
165,War Chest,(2018),7.9,2–4 Players,30 Min,Age: 14+,2.30,"Abstract
View poll and results",Area Majority / Influence,"Deck, Bag, and Pool Building",Delayed Purchase,Grid Movement,Hand Management
166,Splendor Duel,(2022),8.0,2 Players,30 Min,Age: 10+,1.97,"Family,  Strategy
View poll and results",Contracts,Open Drafting,Race,Set Collection,
167,Jaipur,(2009),7.5,2 Players,30 Min,Age: 12+,1.47,"Family
View poll and results",Hand Management,Hidden Victory Points,Market,Open Drafting,Resource Queue
168,Chaos in the Old World,(2009),7.7,3–4 Players,60–120 Min,Age: 13+,3.20,"Strategy,  Thematic
View poll and results",Action Points,Area Majority / Influence,Area Movement,Dice Rolling,Events
169,Radlands,(2021),7.9,2 Players,20–40 Min,Age: 14+,2.26,"Strategy
View poll and results",Action Points,Action Queue,Hand Management,Take That,Variable Player Powers
170,War of the Ring,(2004),7.8,2–4 Players,120 Min,Age: 12+,3.84,"Thematic,  Wargames
View poll and results",Action Points,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling
171,Dominion (Second Edition),(2016),7.8,2–4 Players,30 Min,Age: 14+,2.17,"Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,Take That
172,Descent: Journeys in the Dark (Second Edition),(2012),7.6,1–5 Players,120 Min,Age: 14+,3.21,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Grid Movement,Hand Management
173,This War of Mine: The Board Game,(2017),7.8,1–6 Players,45–120 Min,Age: 18+,3.30,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Events,Grid Movement
174,Nemesis: Lockdown,(2022),8.4,1–5 Players,90–180 Min,Age: 12+,3.89,"Thematic
View poll and results",Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hidden Roles,Modular Board
175,Azul: Summer Pavilion,(2019),7.7,2–4 Players,30–45 Min,Age: 8+,2.05,"Abstract,  Family
View poll and results",End Game Bonuses,Open Drafting,Pattern Building,Set Collection,Tile Placement
176,Memoir '44,(2004),7.5,2–8 Players,30–60 Min,Age: 8+,2.28,"Wargames
View poll and results",Area Majority / Influence,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Die Icon Resolution
177,Final Girl,(2021),8.4,1 Players,20–60 Min,Age: 14+,2.63,"Thematic
View poll and results",Dice Rolling,Hand Management,Pick-up and Deliver,Solo / Solitaire Game,Variable Player Powers
178,Unmatched: Cobble & Fog,(2020),8.0,2–4 Players,20–40 Min,Age: 9+,1.98,"Strategy
View poll and results",Action Points,Card Play Conflict Resolution,Hand Management,Point to Point Movement,Team-Based Game
179,Horrified,(2019),7.7,1–5 Players,60 Min,Age: 10+,2.05,"Family,  Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Pick-up and Deliver,Point to Point Movement
180,Cosmic Encounter,(2008),7.5,3–5 Players,60–120 Min,Age: 12+,2.59,"Strategy,  Thematic
View poll and results",Alliances,Card Play Conflict Resolution,Hand Management,Interrupts,Negotiation
181,Too Many Bones: Undertow,(2018),8.7,1–2 Players,60–180 Min,Age: 12+,4.01,"Strategy,  Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Die Icon Resolution,Minimap Resolution
182,Railways of the World,(2005),7.7,2–6 Players,120 Min,Age: 10+,3.02,"Strategy
View poll and results",Action Points,Connections,End Game Bonuses,Hexagon Grid,Income
183,Wingspan Asia,(2022),8.4,1–2 Players,40–70 Min,Age: 10+,2.64,"Family,  Strategy
View poll and results",Dice Rolling,End Game Bonuses,Hand Management,Open Drafting,Set Collection
184,Castles of Mad King Ludwig,(2014),7.5,1–4 Players,90 Min,Age: 13+,2.65,"Strategy
View poll and results",End Game Bonuses,Hidden Victory Points,"I Cut, You Choose",Increase Value of Unchosen Resources,Pattern Building
185,The Resistance: Avalon,(2012),7.5,5–10 Players,30 Min,Age: 13+,1.74,"Party
View poll and results",Finale Ending,Hidden Roles,Roles with Asymmetric Information,Simultaneous Action Selection,Team-Based Game
186,Sagrada,(2017),7.5,1–4 Players,30–45 Min,Age: 14+,1.92,"Abstract,  Family
View poll and results",Contracts,Dice Rolling,End Game Bonuses,Grid Coverage,Open Drafting
187,Sekigahara: The Unification of Japan,(2011),8.0,2 Players,180 Min,Age: 14+,2.79,"Wargames
View poll and results",Action Points,Card Play Conflict Resolution,Force Commitment,Hand Management,Point to Point Movement
188,Dune,(2019),8.0,2–6 Players,120–180 Min,Age: 14+,3.99,"Strategy,  Thematic
View poll and results",Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Bribery
189,The Red Cathedral,(2020),7.7,1–4 Players,80 Min,Age: 10+,2.82,"Strategy
View poll and results",Area Majority / Influence,Contracts,Dice Rolling,End Game Bonuses,Rondel
190,Ora et Labora,(2011),7.7,1–4 Players,60–180 Min,Age: 13+,3.89,"Strategy
View poll and results",Increase Value of Unchosen Resources,Modular Board,Network and Route Building,Worker Placement,"Worker Placement, Different Worker Types"
191,Revive,(2022),8.2,1–4 Players,90–120 Min,Age: 14+,3.41,"Strategy
View poll and results","Deck, Bag, and Pool Building",Map Addition,Scenario / Mission / Campaign Game,Tech Trees / Tech Tracks,Variable Player Powers
192,A Game of Thrones: The Board Game (Second Edition),(2011),7.5,3–6 Players,120–240 Min,Age: 14+,3.72,"Strategy
View poll and results",Advantage Token,Alliances,Area Majority / Influence,Area Movement,Auction: Sealed Bid
193,Ticket to Ride: Nordic Countries,(2007),7.6,2–3 Players,30–60 Min,Age: 8+,1.97,"Family
View poll and results",Hand Management,Network and Route Building,Open Drafting,Push Your Luck,Set Collection
194,Star Wars: Outer Rim,(2019),7.7,1–4 Players,120–180 Min,Age: 14+,2.51,"Thematic
View poll and results",Dice Rolling,Die Icon Resolution,Modular Board,Pick-up and Deliver,Race
195,Dead of Winter: A Crossroads Game,(2014),7.5,2–5 Players,60–120 Min,Age: 13+,3.01,"Thematic
View poll and results",Action Points,Area Movement,Dice Rolling,Hand Management,Narrative Choice / Paragraph
196,Commands & Colors: Ancients,(2006),7.8,2 Players,60 Min,Age: 12+,2.69,"Wargames
View poll and results",Campaign / Battle Card Driven,Command Cards,Dice Rolling,Hand Management,Hexagon Grid
197,Suburbia,(2012),7.5,1–4 Players,60–90 Min,Age: 8+,2.77,"Strategy
View poll and results",Auction: Dutch,Catch the Leader,End Game Bonuses,Hexagon Grid,Open Drafting
198,Captain Sonar,(2016),7.5,2–8 Players,45–60 Min,Age: 14+,2.18,"Party,  Thematic
View poll and results",Grid Movement,Hidden Movement,Line Drawing,Real-Time,Role Playing
199,Space Base,(2018),7.5,2–5 Players,60 Min,Age: 14+,2.12,"Family
View poll and results",Dice Rolling,Open Drafting,Random Production,,
200,Meadow,(2021),7.8,1–4 Players,60–90 Min,Age: 10+,2.23,"Family,  Strategy
View poll and results",Hand Management,Layering,Open Drafting,Set Collection,Solo / Solitaire Game
201,Go,(-2200),7.6,2 Players,30–180 Min,Age: 8+,3.93,"Abstract
View poll and results",Enclosure,Square Grid,,,
202,Village,(2011),7.5,2–4 Players,60–90 Min,Age: 12+,3.07,"Strategy
View poll and results",Area Majority / Influence,Contracts,Set Collection,Turn Order: Claim Action,Worker Placement
203,Clank!: Catacombs,(2022),8.3,2–4 Players,45–90 Min,Age: 13+,2.53,"Family,  Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,End Game Bonuses,Movement Points,Open Drafting
204,Earth,(2023),7.7,1–5 Players,45–90 Min,Age: 13+,2.87,"Strategy
View poll and results",Contracts,End Game Bonuses,Follow,Hand Management,Pattern Building
205,Paleo,(2020),7.7,1–4 Players,45–60 Min,Age: 10+,2.63,"Strategy,  Thematic
View poll and results",Action/Event,Cooperative Game,Memory,Scenario / Mission / Campaign Game,Simultaneous Action Selection
206,Welcome to the Moon,(2021),8.0,1–6 Players,25–30 Min,Age: 10+,2.51,"Family,  Thematic
View poll and results",Bingo,Narrative Choice / Paragraph,Paper-and-Pencil,Pattern Building,Race
207,Splendor,(2014),7.4,2–4 Players,30 Min,Age: 10+,1.78,"Family
View poll and results",Contracts,Open Drafting,Race,Set Collection,
208,Tichu,(1991),7.6,4 Players,60 Min,Age: 10+,2.34,"Strategy
View poll and results",Hand Management,Ladder Climbing,Predictive Bid,Team-Based Game,
209,Modern Art,(1992),7.5,3–5 Players,45 Min,Age: 10+,2.29,"Strategy
View poll and results",Auction: English,Auction: Once Around,Auction: Sealed Bid,Auction: Turn Order Until Pass,Auction/Bidding
210,Star Realms: Colony Wars,(2015),7.8,2 Players,20 Min,Age: 12+,1.90,"Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,Take That
211,Carcassonne,(2000),7.4,2–5 Players,30–45 Min,Age: 7+,1.90,"Family
View poll and results",Area Majority / Influence,Map Addition,Pattern Recognition,Tile Placement,
212,Coimbra,(2018),7.6,2–4 Players,60–90 Min,Age: 14+,3.25,"Strategy
View poll and results",Action Drafting,Auction/Bidding,Dice Rolling,End Game Bonuses,Income
213,Planet Unknown,(2022),7.9,1–6 Players,60–80 Min,Age: 10+,2.22,"Strategy
View poll and results",Events,Grid Coverage,Hidden Victory Points,Map Addition,Network and Route Building
214,Darwin's Journey,(2023),8.2,1–4 Players,60–120 Min,Age: 14+,3.85,"Strategy
View poll and results",Contracts,Ownership,Point to Point Movement,Set Collection,Turn Order: Stat-Based
215,Combat Commander: Europe,(2006),7.9,2 Players,60–180 Min,Age: 12+,3.25,"Wargames
View poll and results",Advantage Token,Campaign / Battle Card Driven,Grid Movement,Hexagon Grid,Line of Sight
216,Near and Far,(2017),7.7,2–4 Players,90–120 Min,Age: 13+,2.89,"Thematic
View poll and results",Dice Rolling,Narrative Choice / Paragraph,Network and Route Building,Open Drafting,Scenario / Mission / Campaign Game
217,Hegemony: Lead Your Class to Victory,(2023),8.5,2–4 Players,90–180 Min,Age: 14+,4.12,"Strategy
View poll and results",Action/Event,Hand Management,Simulation,Variable Player Powers,Voting
218,Dinosaur Island,(2017),7.6,1–4 Players,90–120 Min,Age: 8+,3.04,"Strategy
View poll and results",Action Points,Dice Rolling,Income,Set Collection,Tile Placement
219,Ankh: Gods of Egypt,(2021),7.8,2–5 Players,90 Min,Age: 14+,3.09,"Strategy
View poll and results",Action Retrieval,Alliances,Area Majority / Influence,Auction: Sealed Bid,Card Play Conflict Resolution
220,Nations,(2013),7.6,1–5 Players,40–200 Min,Age: 14+,3.55,"Strategy
View poll and results",Events,Open Drafting,Turn Order: Pass Order,Variable Player Powers,
221,Under Falling Skies,(2020),7.7,1 Players,20–40 Min,Age: 12+,2.39,"Strategy
View poll and results",Dice Rolling,Modular Board,Once-Per-Game Abilities,Re-rolling and Locking,Scenario / Mission / Campaign Game
222,Calico,(2020),7.6,1–4 Players,30–45 Min,Age: 10+,2.18,"Abstract,  Family
View poll and results",Enclosure,End Game Bonuses,Grid Coverage,Hexagon Grid,Open Drafting
223,Nidavellir,(2020),7.6,2–5 Players,45 Min,Age: 10+,2.10,"Strategy
View poll and results",Auction: Multiple Lot,Constrained Bidding,Open Drafting,Selection Order Bid,Set Collection
224,Paths of Glory,(1999),8.1,2 Players,480 Min,Age: 14+,3.85,"Wargames
View poll and results",Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,,
225,Wonderland's War,(2022),8.1,2–5 Players,45–125 Min,Age: 13+,3.00,"Strategy
View poll and results",Area Majority / Influence,"Deck, Bag, and Pool Building",Dice Rolling,Open Drafting,Push Your Luck
226,YINSH,(2003),7.7,2 Players,30–60 Min,Age: 9+,2.66,"Abstract
View poll and results",Catch the Leader,Grid Movement,Pattern Building,,
227,My City,(2020),7.7,2–4 Players,30 Min,Age: 10+,1.99,"Family,  Strategy
View poll and results",Bingo,Catch the Leader,Enclosure,Grid Coverage,Legacy Game
228,Ticket to Ride,(2004),7.4,2–5 Players,30–60 Min,Age: 8+,1.83,"Family
View poll and results",Connections,Contracts,End Game Bonuses,Hand Management,Network and Route Building
229,Cyclades,(2009),7.5,2–5 Players,60–90 Min,Age: 13+,2.82,"Strategy
View poll and results",Area Majority / Influence,Area Movement,Auction: Fixed Placement,Auction/Bidding,Dice Rolling
230,La Granja,(2014),7.6,1–4 Players,90–120 Min,Age: 12+,3.57,"Strategy
View poll and results",Area Majority / Influence,Automatic Resource Growth,Contracts,Dice Rolling,Hand Management
231,Aeon's End: Legacy,(2019),8.1,1–4 Players,45–90 Min,Age: 14+,2.86,"Strategy,  Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Hand Management,Legacy Game,Open Drafting
232,Codenames: Duet,(2017),7.5,2 Players,15–30 Min,Age: 11+,1.36,"Family
View poll and results",Communication Limits,Cooperative Game,Push Your Luck,,
233,Secret Hitler,(2016),7.5,5–10 Players,45 Min,Age: 13+,1.74,"Party
View poll and results",Hidden Roles,Player Elimination,Team-Based Game,Traitor Game,Voting
234,The Taverns of Tiefenthal,(2019),7.6,2–4 Players,60 Min,Age: 12+,2.67,"Family,  Strategy
View poll and results","Deck, Bag, and Pool Building",Dice Rolling,Open Drafting,Worker Placement,Worker Placement with Dice Workers
235,Legendary: A Marvel Deck Building Game,(2012),7.5,1–5 Players,30–60 Min,Age: 14+,2.43,"Thematic
View poll and results","Deck, Bag, and Pool Building",Events,Semi-Cooperative Game,Solo / Solitaire Game,Variable Set-up
236,Deception: Murder in Hong Kong,(2014),7.5,4–12 Players,20 Min,Age: 14+,1.58,"Party
View poll and results",Communication Limits,Deduction,Events,Finale Ending,Hidden Roles
237,Century: Golem Edition,(2017),7.6,2–5 Players,30–45 Min,Age: 8+,1.69,"Family,  Strategy
View poll and results",Action Retrieval,Contracts,"Deck, Bag, and Pool Building",Hand Management,Increase Value of Unchosen Resources
238,Hanamikoji,(2013),7.5,2 Players,15 Min,Age: 10+,1.69,"Family
View poll and results",Area Majority / Influence,Force Commitment,Hand Management,"I Cut, You Choose",Race
239,MicroMacro: Crime City,(2020),7.5,1–4 Players,15–45 Min,Age: 12+,1.11,"Family
View poll and results",Cooperative Game,Deduction,Scenario / Mission / Campaign Game,Solo / Solitaire Game,
240,Zombicide: Black Plague,(2015),7.6,1–6 Players,60–180 Min,Age: 14+,2.49,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Modular Board,Scenario / Mission / Campaign Game,Turn Order: Progressive
241,Roll Player,(2016),7.5,1–4 Players,60–90 Min,Age: 10+,2.43,"Strategy
View poll and results",Dice Rolling,Open Drafting,Role Playing,Set Collection,Variable Player Powers
242,The Princes of Florence,(2000),7.5,1–5 Players,75–100 Min,Age: 12+,3.24,"Strategy
View poll and results",Auction/Bidding,End Game Bonuses,Grid Coverage,Tile Placement,Victory Points as a Resource
243,Kanban: Driver's Edition,(2014),7.8,2–4 Players,90–120 Min,Age: 12+,4.36,"Strategy
View poll and results",Action Points,Commodity Speculation,Variable Phase Order,Worker Placement,
